Classifier,Based on AE,sigma,precision,recall,f-score,max_iter,auc,n_estimators,max_depth,min_samples_leaf,numEstimators,C,gamma,kernel,probability,algorithm,leaf_size,n_neighbors,sigma_base,sigma_mult,contamination,n_bins
ReconstructionThreshold,20240209103156,0.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,1.0,0.4814814814814814,0.8125,0.6046511627906976,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,1.2000000000000002,0.4166666666666667,0.625,0.5,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,1.4,0.2631578947368421,0.3125,0.2857142857142857,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,1.6,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,1.8,0.125,0.125,0.125,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,2.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,2.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,2.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,2.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,3.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,3.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,3.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,3.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,4.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,4.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,4.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,4.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,5.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,5.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103156,5.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103156,,1.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103156,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103156,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103156,,1.0,1.0,1.0,,1.0,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103156,,1.0,1.0,1.0,,1.0,,,,1000.0,,,,,,,,,,,
SVC,20240209103156,,1.0,1.0,1.0,,1.0,,,,,1.0,0.01,rbf,True,,,,,,,
KNeighborsClassifier,20240209103156,,1.0,1.0,1.0,,1.0,,,,,,,,,kd_tree,1.0,1.0,,,,
GMM,20240209103156,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,-10.0,0.01,,
ABOD,20240209103156,,0.0,0.0,0.0,,0.5,,,,,,,,,,,1.0,,,1e-07,
COPOD,20240209103156,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1e-07,
HBOS,20240209103156,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1e-07,3.0
ReconstructionThreshold,20240209103238,0.8,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,1.0,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,1.2000000000000002,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,1.4,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,1.6,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,1.8,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,2.0,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,2.2,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,2.4000000000000004,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,2.6,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,2.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,3.0,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,3.2,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,3.4000000000000004,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,3.6000000000000005,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,3.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,4.0,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,4.2,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,4.4,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,4.6000000000000005,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,4.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,5.0,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,5.2,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,5.4,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103238,5.6000000000000005,0.4814814814814814,0.8125,0.6046511627906976,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103238,,1.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103238,,1.0,1.0,1.0,,1.0,100.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103238,,1.0,1.0,1.0,,1.0,1000.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103238,,1.0,0.5,0.6666666666666666,,1.0,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103238,,1.0,0.75,0.8571428571428571,,1.0,,,,1000.0,,,,,,,,,,,
SVC,20240209103238,,1.0,1.0,1.0,,1.0,,,,,10.0,0.1,rbf,True,,,,,,,
KNeighborsClassifier,20240209103238,,1.0,0.5,0.6666666666666666,,0.75,,,,,,,,,kd_tree,1.0,1.0,,,,
GMM,20240209103238,,0.6666666666666666,1.0,0.8,,0.5,,,,,,,,,,,,-10.0,0.01,,
ABOD,20240209103238,,0.0,0.0,0.0,,0.5,,,,,,,,,,,1.0,,,1e-07,
COPOD,20240209103238,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1e-07,
HBOS,20240209103238,,1.0,0.75,0.8571428571428571,,0.875,,,,,,,,,,,,,,1e-07,3.0
ReconstructionThreshold,20240209103321,0.8,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,1.0,0.5,0.8125,0.6190476190476191,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,1.2000000000000002,0.4583333333333333,0.6875,0.5499999999999999,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,1.4,0.4347826086956521,0.625,0.5128205128205128,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,1.6,0.3809523809523809,0.5,0.4324324324324324,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,1.8,0.35,0.4375,0.3888888888888888,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,2.0,0.2352941176470588,0.25,0.2424242424242424,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,2.2,0.1333333333333333,0.125,0.1290322580645161,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,2.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,2.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,2.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,3.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,3.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,3.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,3.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,4.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,4.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,4.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,4.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,5.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,5.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103321,5.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103321,,1.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103321,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103321,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103321,,1.0,1.0,1.0,,1.0,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103321,,1.0,1.0,1.0,,1.0,,,,1000.0,,,,,,,,,,,
SVC,20240209103321,,1.0,1.0,1.0,,1.0,,,,,1.0,0.01,rbf,True,,,,,,,
KNeighborsClassifier,20240209103321,,1.0,1.0,1.0,,1.0,,,,,,,,,kd_tree,1.0,1.0,,,,
GMM,20240209103321,,0.8,1.0,0.888888888888889,,0.75,,,,,,,,,,,,-10.0,0.01,,
ABOD,20240209103321,,0.0,0.0,0.0,,0.5,,,,,,,,,,,1.0,,,1e-07,
COPOD,20240209103321,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1e-07,
HBOS,20240209103321,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,3.0
ReconstructionThreshold,20240209103401,0.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,1.0,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,1.2000000000000002,0.5185185185185185,0.875,0.6511627906976744,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,1.4,0.5185185185185185,0.875,0.6511627906976744,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,1.6,0.48,0.75,0.5853658536585366,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,1.8,0.48,0.75,0.5853658536585366,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,2.0,0.4583333333333333,0.6875,0.5499999999999999,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,2.2,0.4347826086956521,0.625,0.5128205128205128,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,2.4000000000000004,0.3809523809523809,0.5,0.4324324324324324,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,2.6,0.35,0.4375,0.3888888888888888,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,2.8,0.3157894736842105,0.375,0.3428571428571428,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,3.0,0.2777777777777778,0.3125,0.2941176470588235,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,3.2,0.2352941176470588,0.25,0.2424242424242424,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,3.4000000000000004,0.1875,0.1875,0.1875,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,3.6000000000000005,0.1333333333333333,0.125,0.1290322580645161,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,3.8,0.0714285714285714,0.0625,0.0666666666666666,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,4.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,4.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,4.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,4.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,5.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,5.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103401,5.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103401,,1.0,0.6,0.7499999999999999,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103401,,1.0,1.0,1.0,,1.0,100.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103401,,1.0,1.0,1.0,,1.0,100.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103401,,1.0,0.8,0.888888888888889,,1.0,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103401,,1.0,1.0,1.0,,1.0,,,,1000.0,,,,,,,,,,,
SVC,20240209103401,,1.0,1.0,1.0,,1.0,,,,,10.0,0.1,rbf,True,,,,,,,
KNeighborsClassifier,20240209103401,,0.0,0.0,0.0,,0.5,,,,,,,,,kd_tree,1.0,1.0,,,,
GMM,20240209103401,,0.8333333333333334,1.0,0.9090909090909092,,0.5,,,,,,,,,,,,-10.0,0.01,,
ABOD,20240209103401,,0.0,0.0,0.0,,0.5,,,,,,,,,,,1.0,,,1e-07,
COPOD,20240209103401,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,
HBOS,20240209103401,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,3.0
ReconstructionThreshold,20240209103446,0.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,1.0,0.4814814814814814,0.8125,0.6046511627906976,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,1.2000000000000002,0.4615384615384615,0.75,0.5714285714285714,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,1.4,0.391304347826087,0.5625,0.4615384615384615,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,1.6,0.2631578947368421,0.3125,0.2857142857142857,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,1.8,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,2.0,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,2.2,0.0666666666666666,0.0625,0.064516129032258,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,2.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,2.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,2.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,3.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,3.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,3.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,3.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,4.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,4.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,4.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,4.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,5.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,5.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103446,5.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103446,,1.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103446,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103446,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103446,,1.0,1.0,1.0,,1.0,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103446,,1.0,1.0,1.0,,1.0,,,,1000.0,,,,,,,,,,,
SVC,20240209103446,,1.0,1.0,1.0,,1.0,,,,,1.0,0.01,rbf,True,,,,,,,
KNeighborsClassifier,20240209103446,,1.0,1.0,1.0,,1.0,,,,,,,,,kd_tree,1.0,1.0,,,,
GMM,20240209103446,,0.8,1.0,0.888888888888889,,0.75,,,,,,,,,,,,-10.0,0.01,,
ABOD,20240209103446,,0.0,0.0,0.0,,0.5,,,,,,,,,,,1.0,,,1e-07,
COPOD,20240209103446,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,
HBOS,20240209103446,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,3.0
ReconstructionThreshold,20240209103525,0.8,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,1.0,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,1.2000000000000002,0.5333333333333333,1.0,0.6956521739130436,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,1.4,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,1.6,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,1.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,2.0,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,2.2,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,2.4000000000000004,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,2.6,0.4814814814814814,0.8125,0.6046511627906976,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,2.8,0.4814814814814814,0.8125,0.6046511627906976,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,3.0,0.4615384615384615,0.75,0.5714285714285714,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,3.2,0.4615384615384615,0.75,0.5714285714285714,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,3.4000000000000004,0.4615384615384615,0.75,0.5714285714285714,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,3.6000000000000005,0.44,0.6875,0.5365853658536586,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,3.8,0.391304347826087,0.5625,0.4615384615384615,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,4.0,0.3636363636363636,0.5,0.4210526315789474,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,4.2,0.2631578947368421,0.3125,0.2857142857142857,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,4.4,0.2631578947368421,0.3125,0.2857142857142857,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,4.6000000000000005,0.2222222222222222,0.25,0.2352941176470588,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,4.8,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,5.0,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,5.2,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,5.4,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103525,5.6000000000000005,0.1764705882352941,0.1875,0.1818181818181818,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103525,,0.75,1.0,0.8571428571428571,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103525,,0.75,1.0,0.8571428571428571,,0.888888888888889,1000.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103525,,0.75,1.0,0.8571428571428571,,1.0,100.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103525,,0.75,1.0,0.8571428571428571,,0.9444444444444444,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103525,,0.75,1.0,0.8571428571428571,,0.8333333333333334,,,,1000.0,,,,,,,,,,,
SVC,20240209103525,,1.0,1.0,1.0,,1.0,,,,,10.0,0.1,rbf,True,,,,,,,
KNeighborsClassifier,20240209103525,,0.5,0.3333333333333333,0.4,,0.5,,,,,,,,,kd_tree,1.0,1.0,,,,
ABOD,20240209103525,,0.0,0.0,0.0,,0.5,,,,,,,,,,,1.0,,,1e-07,
COPOD,20240209103525,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,
HBOS,20240209103525,,0.0,0.0,0.0,,0.5,,,,,,,,,,,,,,1e-07,3.0
ReconstructionThreshold,20240209103608,0.8,0.5172413793103449,0.9375,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,1.0,0.5,0.875,0.6363636363636364,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,1.2000000000000002,0.5384615384615384,0.875,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,1.4,0.5384615384615384,0.875,0.6666666666666667,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,1.6,0.4782608695652174,0.6875,0.5641025641025642,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,1.8,0.4285714285714285,0.5625,0.4864864864864864,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,2.0,0.4285714285714285,0.5625,0.4864864864864864,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,2.2,0.4,0.5,0.4444444444444445,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,2.4000000000000004,0.25,0.25,0.25,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,2.6,0.0769230769230769,0.0625,0.0689655172413793,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,2.8,0.0769230769230769,0.0625,0.0689655172413793,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,3.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,3.4000000000000004,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,3.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,3.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,4.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,4.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,4.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,4.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,5.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,5.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
ReconstructionThreshold,20240209103608,5.6000000000000005,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
LogisticRegression,20240209103608,,1.0,1.0,1.0,100.0,1.0,,,,,,,,,,,,,,,
ExtraTreesClassifier,20240209103608,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
RandomForestClassifier,20240209103608,,1.0,1.0,1.0,,1.0,10.0,,,,,,,,,,,,,,
GradientBoostingClassifier,20240209103608,,1.0,1.0,1.0,,1.0,,5.0,1.0,,,,,,,,,,,,
XGBClassifier,20240209103608,,1.0,0.75,0.8571428571428571,,0.875,,,,1000.0,,,,,,,,,,,
SVC,20240209103608,,1.0,1.0,1.0,,1.0,,,,,1.0,0.1,rbf,True,,,,,,,
KNeighborsClassifier,20240209103608,,1.0,1.0,1.0,,1.0,,,,,,,,,kd_tree,1.0,1.0,,,,
GMM,20240209103608,,0.6666666666666666,1.0,0.8,,0.5,,,,,,,,,,,,-10.0,0.01,,
